id,skill_set,subcategory
27,"('microsoft-office', 'microsoft-word', 'management')","LINE
"
28,"('microsoft-office', 'microsoft-word', 'management')","Review
"
29,"('microsoft-office', 'microsoft-word', 'management')","Blogger Review
"
30,"('microsoft-office', 'microsoft-word', 'management')","SEO
"
31,"('microsoft-office', 'microsoft-word', 'management')","Data Analyst
"
32,"('microsoft-office', 'microsoft-word', 'management')",Web & Page Admin
33,"('microsoft-office', 'microsoft-word', 'research')","Advertisement Page / Web
"
34,"('microsoft-office', 'microsoft-word', 'research')","Beauty Review
"
35,"('microsoft-office', 'microsoft-word', 'research')","Net-Idol Review
"
36,"('microsoft-office', 'microsoft-word', 'research')","Marketing Research
"
37,"('microsoft-office', 'microsoft-word', 'research')","Questionnaire
"
38,"('microsoft-office', 'microsoft-word', 'research')","LINE
"
39,"('microsoft-office', 'microsoft-word', 'research')","Review
"
40,"('microsoft-office', 'microsoft-word', 'research')","Blogger Review
"
41,"('microsoft-office', 'microsoft-word', 'research')","SEO
"
42,"('microsoft-office', 'microsoft-word', 'research')","Data Analyst
"
43,"('microsoft-office', 'microsoft-word', 'research')",Web & Page Admin
44,"('microsoft-office', 'microsoft-word', 'digital-marketing')","Advertisement Page / Web
"
45,"('microsoft-office', 'microsoft-word', 'digital-marketing')","Beauty Review
"
46,"('microsoft-office', 'microsoft-word', 'digital-marketing')","Net-Idol Review
"
47,"('microsoft-office', 'microsoft-word', 'digital-marketing')","Marketing Research
"
48,"('microsoft-office', 'microsoft-word', 'digital-marketing')","Questionnaire
"
49,"('microsoft-office', 'microsoft-word', 'digital-marketing')","LINE
"
50,"('microsoft-office', 'microsoft-word', 'digital-marketing')","Review
"
51,"('microsoft-office', 'microsoft-word', 'digital-marketing')","Blogger Review
"
52,"('microsoft-office', 'microsoft-word', 'digital-marketing')","SEO
"
53,"('microsoft-office', 'microsoft-word', 'digital-marketing')","Data Analyst
"
54,"('microsoft-office', 'microsoft-word', 'digital-marketing')",Web & Page Admin
55,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","Advertisement Page / Web
"
56,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","Beauty Review
"
57,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","Net-Idol Review
"
58,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","Marketing Research
"
59,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","Questionnaire
"
60,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","LINE
"
61,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","Review
"
62,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","Blogger Review
"
63,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","SEO
"
64,"('microsoft-office', 'microsoft-word', 'integrated-marketing')","Data Analyst
"
65,"('microsoft-office', 'microsoft-word', 'integrated-marketing')",Web & Page Admin
66,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","Advertisement Page / Web
"
67,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","Beauty Review
"
68,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","Net-Idol Review
"
69,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","Marketing Research
"
70,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","Questionnaire
"
71,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","LINE
"
72,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","Review
"
73,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","Blogger Review
"
74,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","SEO
"
75,"('microsoft-office', 'microsoft-word', 'marketing-strategy')","Data Analyst
"
76,"('microsoft-office', 'microsoft-word', 'marketing-strategy')",Web & Page Admin
77,"('microsoft-office', 'microsoft-word', 'marketing')","Advertisement Page / Web
"
78,"('microsoft-office', 'microsoft-word', 'marketing')","Beauty Review
"
79,"('microsoft-office', 'microsoft-word', 'marketing')","Net-Idol Review
"
80,"('microsoft-office', 'microsoft-word', 'marketing')","Marketing Research
"
81,"('microsoft-office', 'microsoft-word', 'marketing')","Questionnaire
"
82,"('microsoft-office', 'microsoft-word', 'marketing')","LINE
"
83,"('microsoft-office', 'microsoft-word', 'marketing')","Review
"
84,"('microsoft-office', 'microsoft-word', 'marketing')","Blogger Review
"
85,"('microsoft-office', 'microsoft-word', 'marketing')","SEO
"
86,"('microsoft-office', 'microsoft-word', 'marketing')","Data Analyst
"
87,"('microsoft-office', 'microsoft-word', 'marketing')",Web & Page Admin
88,"('microsoft-office', 'microsoft-word', 'advertising')","Advertisement Page / Web
"
89,"('microsoft-office', 'microsoft-word', 'advertising')","Beauty Review
"
90,"('microsoft-office', 'microsoft-word', 'advertising')","Net-Idol Review
"
91,"('microsoft-office', 'microsoft-word', 'advertising')","Marketing Research
"
92,"('microsoft-office', 'microsoft-word', 'advertising')","Questionnaire
"
93,"('microsoft-office', 'microsoft-word', 'advertising')","LINE
"
94,"('microsoft-office', 'microsoft-word', 'advertising')","Review
"
95,"('microsoft-office', 'microsoft-word', 'advertising')","Blogger Review
"
96,"('microsoft-office', 'microsoft-word', 'advertising')","SEO
"
97,"('microsoft-office', 'microsoft-word', 'advertising')","Data Analyst
"
98,"('microsoft-office', 'microsoft-word', 'advertising')",Web & Page Admin
99,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","Advertisement Page / Web
"
100,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","Beauty Review
"
101,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","Net-Idol Review
"
102,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","Marketing Research
"
103,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","Questionnaire
"
104,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","LINE
"
105,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","Review
"
106,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","Blogger Review
"
107,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","SEO
"
108,"('microsoft-office', 'microsoft-word', 'social-media-marketing')","Data Analyst
"
109,"('microsoft-office', 'microsoft-word', 'social-media-marketing')",Web & Page Admin
110,"('microsoft-office', 'microsoft-word', 'direct-marketing')","Advertisement Page / Web
"
111,"('microsoft-office', 'microsoft-word', 'direct-marketing')","Beauty Review
"
112,"('microsoft-office', 'microsoft-word', 'direct-marketing')","Net-Idol Review
"
113,"('microsoft-office', 'microsoft-word', 'direct-marketing')","Marketing Research
"
114,"('microsoft-office', 'microsoft-word', 'direct-marketing')","Questionnaire
"
115,"('microsoft-office', 'microsoft-word', 'direct-marketing')","LINE
"
116,"('microsoft-office', 'microsoft-word', 'direct-marketing')","Review
"
117,"('microsoft-office', 'microsoft-word', 'direct-marketing')","Blogger Review
"
118,"('microsoft-office', 'microsoft-word', 'direct-marketing')","SEO
"
119,"('microsoft-office', 'microsoft-word', 'direct-marketing')","Data Analyst
"
120,"('microsoft-office', 'microsoft-word', 'direct-marketing')",Web & Page Admin
121,"('microsoft-office', 'microsoft-word', 'market-planning')","Advertisement Page / Web
"
122,"('microsoft-office', 'microsoft-word', 'market-planning')","Beauty Review
"
123,"('microsoft-office', 'microsoft-word', 'market-planning')","Net-Idol Review
"
124,"('microsoft-office', 'microsoft-word', 'market-planning')","Marketing Research
"
125,"('microsoft-office', 'microsoft-word', 'market-planning')","Questionnaire
"
126,"('microsoft-office', 'microsoft-word', 'market-planning')","LINE
"
127,"('microsoft-office', 'microsoft-word', 'market-planning')","Review
"
128,"('microsoft-office', 'microsoft-word', 'market-planning')","Blogger Review
"
129,"('microsoft-office', 'microsoft-word', 'market-planning')","SEO
"
130,"('microsoft-office', 'microsoft-word', 'market-planning')","Data Analyst
"
131,"('microsoft-office', 'microsoft-word', 'market-planning')",Web & Page Admin
132,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","Advertisement Page / Web
"
133,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","Beauty Review
"
134,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","Net-Idol Review
"
135,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","Marketing Research
"
136,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","Questionnaire
"
137,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","LINE
"
138,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","Review
"
139,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","Blogger Review
"
140,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","SEO
"
141,"('microsoft-office', 'microsoft-excel', 'microsoft-word')","Data Analyst
"
142,"('microsoft-office', 'microsoft-excel', 'microsoft-word')",Web & Page Admin
143,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","Advertisement Page / Web
"
144,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","Beauty Review
"
145,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","Net-Idol Review
"
146,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","Marketing Research
"
147,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","Questionnaire
"
148,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","LINE
"
149,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","Review
"
150,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","Blogger Review
"
151,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","SEO
"
152,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')","Data Analyst
"
153,"('microsoft-office', 'microsoft-excel', 'microsoft-powerpoint')",Web & Page Admin
154,"('microsoft-office', 'microsoft-excel', 'management')","Advertisement Page / Web
"
155,"('microsoft-office', 'microsoft-excel', 'management')","Beauty Review
"
156,"('microsoft-office', 'microsoft-excel', 'management')","Net-Idol Review
"
157,"('microsoft-office', 'microsoft-excel', 'management')","Marketing Research
"
158,"('microsoft-office', 'microsoft-excel', 'management')","Questionnaire
"
159,"('microsoft-office', 'microsoft-excel', 'management')","LINE
"
160,"('microsoft-office', 'microsoft-excel', 'management')","Review
"
161,"('microsoft-office', 'microsoft-excel', 'management')","Blogger Review
"
162,"('microsoft-office', 'microsoft-excel', 'management')","SEO
"
163,"('microsoft-office', 'microsoft-excel', 'management')","Data Analyst
"
164,"('microsoft-office', 'microsoft-excel', 'management')",Web & Page Admin
165,"('microsoft-office', 'microsoft-excel', 'research')","Advertisement Page / Web
"
166,"('microsoft-office', 'microsoft-excel', 'research')","Beauty Review
"
167,"('microsoft-office', 'microsoft-excel', 'research')","Net-Idol Review
"
168,"('microsoft-office', 'microsoft-excel', 'research')","Marketing Research
"
169,"('microsoft-office', 'microsoft-excel', 'research')","Questionnaire
"
170,"('microsoft-office', 'microsoft-excel', 'research')","LINE
"
171,"('microsoft-office', 'microsoft-excel', 'research')","Review
"
172,"('microsoft-office', 'microsoft-excel', 'research')","Blogger Review
"
173,"('microsoft-office', 'microsoft-excel', 'research')","SEO
"
174,"('microsoft-office', 'microsoft-excel', 'research')","Data Analyst
"
175,"('microsoft-office', 'microsoft-excel', 'research')",Web & Page Admin
176,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","Advertisement Page / Web
"
177,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","Beauty Review
"
178,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","Net-Idol Review
"
179,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","Marketing Research
"
180,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","Questionnaire
"
181,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","LINE
"
182,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","Review
"
183,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","Blogger Review
"
184,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","SEO
"
185,"('microsoft-office', 'microsoft-excel', 'digital-marketing')","Data Analyst
"
186,"('microsoft-office', 'microsoft-excel', 'digital-marketing')",Web & Page Admin
187,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","Advertisement Page / Web
"
188,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","Beauty Review
"
189,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","Net-Idol Review
"
190,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","Marketing Research
"
191,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","Questionnaire
"
192,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","LINE
"
193,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","Review
"
194,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","Blogger Review
"
195,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","SEO
"
196,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')","Data Analyst
"
197,"('microsoft-office', 'microsoft-excel', 'integrated-marketing')",Web & Page Admin
198,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","Advertisement Page / Web
"
199,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","Beauty Review
"
200,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","Net-Idol Review
"
201,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","Marketing Research
"
202,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","Questionnaire
"
203,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","LINE
"
204,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","Review
"
205,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","Blogger Review
"
206,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","SEO
"
207,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')","Data Analyst
"
208,"('microsoft-office', 'microsoft-excel', 'marketing-strategy')",Web & Page Admin
209,"('microsoft-office', 'microsoft-excel', 'marketing')","Advertisement Page / Web
"
210,"('microsoft-office', 'microsoft-excel', 'marketing')","Beauty Review
"
211,"('microsoft-office', 'microsoft-excel', 'marketing')","Net-Idol Review
"
212,"('microsoft-office', 'microsoft-excel', 'marketing')","Marketing Research
"
213,"('microsoft-office', 'microsoft-excel', 'marketing')","Questionnaire
"
214,"('microsoft-office', 'microsoft-excel', 'marketing')","LINE
"
215,"('microsoft-office', 'microsoft-excel', 'marketing')","Review
"
216,"('microsoft-office', 'microsoft-excel', 'marketing')","Blogger Review
"
217,"('microsoft-office', 'microsoft-excel', 'marketing')","SEO
"
218,"('microsoft-office', 'microsoft-excel', 'marketing')","Data Analyst
"
219,"('microsoft-office', 'microsoft-excel', 'marketing')",Web & Page Admin
220,"('microsoft-office', 'microsoft-excel', 'advertising')","Advertisement Page / Web
"
221,"('microsoft-office', 'microsoft-excel', 'advertising')","Beauty Review
"
222,"('microsoft-office', 'microsoft-excel', 'advertising')","Net-Idol Review
"
223,"('microsoft-office', 'microsoft-excel', 'advertising')","Marketing Research
"
224,"('microsoft-office', 'microsoft-excel', 'advertising')","Questionnaire
"
225,"('microsoft-office', 'microsoft-excel', 'advertising')","LINE
"
226,"('microsoft-office', 'microsoft-excel', 'advertising')","Review
"
227,"('microsoft-office', 'microsoft-excel', 'advertising')","Blogger Review
"
228,"('microsoft-office', 'microsoft-excel', 'advertising')","SEO
"
229,"('microsoft-office', 'microsoft-excel', 'advertising')","Data Analyst
"
230,"('microsoft-office', 'microsoft-excel', 'advertising')",Web & Page Admin
231,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","Advertisement Page / Web
"
232,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","Beauty Review
"
233,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","Net-Idol Review
"
234,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","Marketing Research
"
235,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","Questionnaire
"
236,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","LINE
"
237,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","Review
"
238,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","Blogger Review
"
239,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","SEO
"
240,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')","Data Analyst
"
241,"('microsoft-office', 'microsoft-excel', 'social-media-marketing')",Web & Page Admin
242,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","Advertisement Page / Web
"
243,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","Beauty Review
"
244,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","Net-Idol Review
"
245,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","Marketing Research
"
246,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","Questionnaire
"
247,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","LINE
"
248,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","Review
"
249,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","Blogger Review
"
250,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","SEO
"
251,"('microsoft-office', 'microsoft-excel', 'direct-marketing')","Data Analyst
"
252,"('microsoft-office', 'microsoft-excel', 'direct-marketing')",Web & Page Admin
253,"('microsoft-office', 'microsoft-excel', 'market-planning')","Advertisement Page / Web
"
254,"('microsoft-office', 'microsoft-excel', 'market-planning')","Beauty Review
"
255,"('microsoft-office', 'microsoft-excel', 'market-planning')","Net-Idol Review
"
256,"('microsoft-office', 'microsoft-excel', 'market-planning')","Marketing Research
"
257,"('microsoft-office', 'microsoft-excel', 'market-planning')","Questionnaire
"
258,"('microsoft-office', 'microsoft-excel', 'market-planning')","LINE
"
259,"('microsoft-office', 'microsoft-excel', 'market-planning')","Review
"
260,"('microsoft-office', 'microsoft-excel', 'market-planning')","Blogger Review
"
261,"('microsoft-office', 'microsoft-excel', 'market-planning')","SEO
"
262,"('microsoft-office', 'microsoft-excel', 'market-planning')","Data Analyst
"
263,"('microsoft-office', 'microsoft-excel', 'market-planning')",Web & Page Admin
264,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","Advertisement Page / Web
"
265,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","Beauty Review
"
266,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","Net-Idol Review
"
267,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","Marketing Research
"
268,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","Questionnaire
"
269,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","LINE
"
270,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","Review
"
271,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","Blogger Review
"
272,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","SEO
"
273,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')","Data Analyst
"
274,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-word')",Web & Page Admin
275,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","Advertisement Page / Web
"
276,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","Beauty Review
"
277,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","Net-Idol Review
"
278,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","Marketing Research
"
279,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","Questionnaire
"
280,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","LINE
"
281,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","Review
"
282,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","Blogger Review
"
283,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","SEO
"
284,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')","Data Analyst
"
285,"('microsoft-office', 'microsoft-powerpoint', 'microsoft-excel')",Web & Page Admin
286,"('microsoft-office', 'microsoft-powerpoint', 'management')","Advertisement Page / Web
"
287,"('microsoft-office', 'microsoft-powerpoint', 'management')","Beauty Review
"
288,"('microsoft-office', 'microsoft-powerpoint', 'management')","Net-Idol Review
"
289,"('microsoft-office', 'microsoft-powerpoint', 'management')","Marketing Research
"
290,"('microsoft-office', 'microsoft-powerpoint', 'management')","Questionnaire
"
291,"('microsoft-office', 'microsoft-powerpoint', 'management')","LINE
"
292,"('microsoft-office', 'microsoft-powerpoint', 'management')","Review
"
293,"('microsoft-office', 'microsoft-powerpoint', 'management')","Blogger Review
"
294,"('microsoft-office', 'microsoft-powerpoint', 'management')","SEO
"
295,"('microsoft-office', 'microsoft-powerpoint', 'management')","Data Analyst
"
296,"('microsoft-office', 'microsoft-powerpoint', 'management')",Web & Page Admin
297,"('microsoft-office', 'microsoft-powerpoint', 'research')","Advertisement Page / Web
"
298,"('microsoft-office', 'microsoft-powerpoint', 'research')","Beauty Review
"
299,"('microsoft-office', 'microsoft-powerpoint', 'research')","Net-Idol Review
"
300,"('microsoft-office', 'microsoft-powerpoint', 'research')","Marketing Research
"
301,"('microsoft-office', 'microsoft-powerpoint', 'research')","Questionnaire
"
302,"('microsoft-office', 'microsoft-powerpoint', 'research')","LINE
"
303,"('microsoft-office', 'microsoft-powerpoint', 'research')","Review
"
304,"('microsoft-office', 'microsoft-powerpoint', 'research')","Blogger Review
"
305,"('microsoft-office', 'microsoft-powerpoint', 'research')","SEO
"
306,"('microsoft-office', 'microsoft-powerpoint', 'research')","Data Analyst
"
307,"('microsoft-office', 'microsoft-powerpoint', 'research')",Web & Page Admin
308,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","Advertisement Page / Web
"
309,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","Beauty Review
"
310,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","Net-Idol Review
"
311,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","Marketing Research
"
312,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","Questionnaire
"
313,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","LINE
"
314,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","Review
"
315,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","Blogger Review
"
316,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","SEO
"
317,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')","Data Analyst
"
318,"('microsoft-office', 'microsoft-powerpoint', 'digital-marketing')",Web & Page Admin
319,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","Advertisement Page / Web
"
320,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","Beauty Review
"
321,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","Net-Idol Review
"
322,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","Marketing Research
"
323,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","Questionnaire
"
324,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","LINE
"
325,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","Review
"
326,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","Blogger Review
"
327,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","SEO
"
328,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')","Data Analyst
"
329,"('microsoft-office', 'microsoft-powerpoint', 'integrated-marketing')",Web & Page Admin
330,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","Advertisement Page / Web
"
331,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","Beauty Review
"
332,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","Net-Idol Review
"
333,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","Marketing Research
"
334,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","Questionnaire
"
335,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","LINE
"
336,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","Review
"
337,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","Blogger Review
"
338,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","SEO
"
339,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')","Data Analyst
"
340,"('microsoft-office', 'microsoft-powerpoint', 'marketing-strategy')",Web & Page Admin
341,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","Advertisement Page / Web
"
342,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","Beauty Review
"
343,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","Net-Idol Review
"
344,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","Marketing Research
"
345,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","Questionnaire
"
346,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","LINE
"
347,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","Review
"
348,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","Blogger Review
"
349,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","SEO
"
350,"('microsoft-office', 'microsoft-powerpoint', 'marketing')","Data Analyst
"
351,"('microsoft-office', 'microsoft-powerpoint', 'marketing')",Web & Page Admin
352,"('microsoft-office', 'microsoft-powerpoint', 'advertising')","Advertisement Page / Web
"
353,"('microsoft-office', 'microsoft-powerpoint', 'advertising')","Beauty Review
"
354,"('microsoft-office', 'microsoft-powerpoint', 'advertising')","Net-Idol Review
"
355,"('microsoft-office', 'microsoft-powerpoint', 'advertising')","Marketing Research
"
356,"('microsoft-office', 'microsoft-powerpoint', 'advertising')","Questionnaire
"
