id,skill_set,subcategory
115,"('ux', 'ui', 'adobe-muse')","T-Shirt & Pattern
"
116,"('ux', 'ui', 'adobe-muse')","UI & UX Design
"
117,"('ux', 'ui', 'adobe-muse')","Logo
"
118,"('ux', 'ui', 'adobe-muse')","Presentation
"
119,"('ux', 'ui', 'adobe-muse')","Line Sticker
"
120,"('ux', 'ui', 'adobe-muse')","Portrait Illustration
"
121,"('ux', 'ui', 'adobe-muse')","CAD Drawing
"
122,"('ux', 'ui', 'adobe-muse')","Infographics
"
123,"('ux', 'ui', 'adobe-muse')","Print Media & Business Card
"
124,"('ux', 'ui', 'adobe-muse')","Web Design
"
125,"('ux', 'ui', 'adobe-muse')",Interior Design
126,"('ux', 'adobe-illustrator', 'ui')","Advertising Banner
"
127,"('ux', 'adobe-illustrator', 'ui')","Dicut & Photoshop
"
128,"('ux', 'adobe-illustrator', 'ui')","Illustration
"
129,"('ux', 'adobe-illustrator', 'ui')","Character Design
"
130,"('ux', 'adobe-illustrator', 'ui')","3D & Perspective
"
131,"('ux', 'adobe-illustrator', 'ui')","Label & Packaging
"
132,"('ux', 'adobe-illustrator', 'ui')","Portfolio & Resume
"
133,"('ux', 'adobe-illustrator', 'ui')","T-Shirt & Pattern
"
134,"('ux', 'adobe-illustrator', 'ui')","UI & UX Design
"
135,"('ux', 'adobe-illustrator', 'ui')","Logo
"
136,"('ux', 'adobe-illustrator', 'ui')","Presentation
"
137,"('ux', 'adobe-illustrator', 'ui')","Line Sticker
"
138,"('ux', 'adobe-illustrator', 'ui')","Portrait Illustration
"
139,"('ux', 'adobe-illustrator', 'ui')","CAD Drawing
"
140,"('ux', 'adobe-illustrator', 'ui')","Infographics
"
141,"('ux', 'adobe-illustrator', 'ui')","Print Media & Business Card
"
142,"('ux', 'adobe-illustrator', 'ui')","Web Design
"
143,"('ux', 'adobe-illustrator', 'ui')",Interior Design
144,"('ux', 'adobe-illustrator', 'adobe-photo')","Advertising Banner
"
145,"('ux', 'adobe-illustrator', 'adobe-photo')","Dicut & Photoshop
"
146,"('ux', 'adobe-illustrator', 'adobe-photo')","Illustration
"
147,"('ux', 'adobe-illustrator', 'adobe-photo')","Character Design
"
148,"('ux', 'adobe-illustrator', 'adobe-photo')","3D & Perspective
"
149,"('ux', 'adobe-illustrator', 'adobe-photo')","Label & Packaging
"
150,"('ux', 'adobe-illustrator', 'adobe-photo')","Portfolio & Resume
"
151,"('ux', 'adobe-illustrator', 'adobe-photo')","T-Shirt & Pattern
"
152,"('ux', 'adobe-illustrator', 'adobe-photo')","UI & UX Design
"
153,"('ux', 'adobe-illustrator', 'adobe-photo')","Logo
"
154,"('ux', 'adobe-illustrator', 'adobe-photo')","Presentation
"
155,"('ux', 'adobe-illustrator', 'adobe-photo')","Line Sticker
"
156,"('ux', 'adobe-illustrator', 'adobe-photo')","Portrait Illustration
"
157,"('ux', 'adobe-illustrator', 'adobe-photo')","CAD Drawing
"
158,"('ux', 'adobe-illustrator', 'adobe-photo')","Infographics
"
159,"('ux', 'adobe-illustrator', 'adobe-photo')","Print Media & Business Card
"
160,"('ux', 'adobe-illustrator', 'adobe-photo')","Web Design
"
161,"('ux', 'adobe-illustrator', 'adobe-photo')",Interior Design
162,"('ux', 'adobe-illustrator', 'adobe-xd')","Advertising Banner
"
163,"('ux', 'adobe-illustrator', 'adobe-xd')","Dicut & Photoshop
"
164,"('ux', 'adobe-illustrator', 'adobe-xd')","Illustration
"
165,"('ux', 'adobe-illustrator', 'adobe-xd')","Character Design
"
166,"('ux', 'adobe-illustrator', 'adobe-xd')","3D & Perspective
"
167,"('ux', 'adobe-illustrator', 'adobe-xd')","Label & Packaging
"
168,"('ux', 'adobe-illustrator', 'adobe-xd')","Portfolio & Resume
"
169,"('ux', 'adobe-illustrator', 'adobe-xd')","T-Shirt & Pattern
"
170,"('ux', 'adobe-illustrator', 'adobe-xd')","UI & UX Design
"
171,"('ux', 'adobe-illustrator', 'adobe-xd')","Logo
"
172,"('ux', 'adobe-illustrator', 'adobe-xd')","Presentation
"
173,"('ux', 'adobe-illustrator', 'adobe-xd')","Line Sticker
"
174,"('ux', 'adobe-illustrator', 'adobe-xd')","Portrait Illustration
"
175,"('ux', 'adobe-illustrator', 'adobe-xd')","CAD Drawing
"
176,"('ux', 'adobe-illustrator', 'adobe-xd')","Infographics
"
177,"('ux', 'adobe-illustrator', 'adobe-xd')","Print Media & Business Card
"
178,"('ux', 'adobe-illustrator', 'adobe-xd')","Web Design
"
179,"('ux', 'adobe-illustrator', 'adobe-xd')",Interior Design
180,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Advertising Banner
"
181,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Dicut & Photoshop
"
182,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Illustration
"
183,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Character Design
"
184,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","3D & Perspective
"
185,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Label & Packaging
"
186,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Portfolio & Resume
"
187,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","T-Shirt & Pattern
"
188,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","UI & UX Design
"
189,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Logo
"
190,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Presentation
"
191,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Line Sticker
"
192,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Portrait Illustration
"
193,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","CAD Drawing
"
194,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Infographics
"
195,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Print Media & Business Card
"
196,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')","Web Design
"
197,"('ux', 'adobe-illustrator', 'adobe-premiere-pro')",Interior Design
198,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Advertising Banner
"
199,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Dicut & Photoshop
"
200,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Illustration
"
201,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Character Design
"
202,"('ux', 'adobe-illustrator', 'adobe-after-effect')","3D & Perspective
"
203,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Label & Packaging
"
204,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Portfolio & Resume
"
205,"('ux', 'adobe-illustrator', 'adobe-after-effect')","T-Shirt & Pattern
"
206,"('ux', 'adobe-illustrator', 'adobe-after-effect')","UI & UX Design
"
207,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Logo
"
208,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Presentation
"
209,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Line Sticker
"
210,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Portrait Illustration
"
211,"('ux', 'adobe-illustrator', 'adobe-after-effect')","CAD Drawing
"
212,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Infographics
"
213,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Print Media & Business Card
"
214,"('ux', 'adobe-illustrator', 'adobe-after-effect')","Web Design
"
215,"('ux', 'adobe-illustrator', 'adobe-after-effect')",Interior Design
216,"('ux', 'adobe-illustrator', 'final-cut-pro')","Advertising Banner
"
217,"('ux', 'adobe-illustrator', 'final-cut-pro')","Dicut & Photoshop
"
218,"('ux', 'adobe-illustrator', 'final-cut-pro')","Illustration
"
219,"('ux', 'adobe-illustrator', 'final-cut-pro')","Character Design
"
220,"('ux', 'adobe-illustrator', 'final-cut-pro')","3D & Perspective
"
221,"('ux', 'adobe-illustrator', 'final-cut-pro')","Label & Packaging
"
222,"('ux', 'adobe-illustrator', 'final-cut-pro')","Portfolio & Resume
"
223,"('ux', 'adobe-illustrator', 'final-cut-pro')","T-Shirt & Pattern
"
224,"('ux', 'adobe-illustrator', 'final-cut-pro')","UI & UX Design
"
225,"('ux', 'adobe-illustrator', 'final-cut-pro')","Logo
"
226,"('ux', 'adobe-illustrator', 'final-cut-pro')","Presentation
"
227,"('ux', 'adobe-illustrator', 'final-cut-pro')","Line Sticker
"
228,"('ux', 'adobe-illustrator', 'final-cut-pro')","Portrait Illustration
"
229,"('ux', 'adobe-illustrator', 'final-cut-pro')","CAD Drawing
"
230,"('ux', 'adobe-illustrator', 'final-cut-pro')","Infographics
"
231,"('ux', 'adobe-illustrator', 'final-cut-pro')","Print Media & Business Card
"
232,"('ux', 'adobe-illustrator', 'final-cut-pro')","Web Design
"
233,"('ux', 'adobe-illustrator', 'final-cut-pro')",Interior Design
234,"('ux', 'adobe-illustrator', 'adobe-muse')","Advertising Banner
"
235,"('ux', 'adobe-illustrator', 'adobe-muse')","Dicut & Photoshop
"
236,"('ux', 'adobe-illustrator', 'adobe-muse')","Illustration
"
237,"('ux', 'adobe-illustrator', 'adobe-muse')","Character Design
"
238,"('ux', 'adobe-illustrator', 'adobe-muse')","3D & Perspective
"
239,"('ux', 'adobe-illustrator', 'adobe-muse')","Label & Packaging
"
240,"('ux', 'adobe-illustrator', 'adobe-muse')","Portfolio & Resume
"
241,"('ux', 'adobe-illustrator', 'adobe-muse')","T-Shirt & Pattern
"
242,"('ux', 'adobe-illustrator', 'adobe-muse')","UI & UX Design
"
243,"('ux', 'adobe-illustrator', 'adobe-muse')","Logo
"
244,"('ux', 'adobe-illustrator', 'adobe-muse')","Presentation
"
245,"('ux', 'adobe-illustrator', 'adobe-muse')","Line Sticker
"
246,"('ux', 'adobe-illustrator', 'adobe-muse')","Portrait Illustration
"
247,"('ux', 'adobe-illustrator', 'adobe-muse')","CAD Drawing
"
248,"('ux', 'adobe-illustrator', 'adobe-muse')","Infographics
"
249,"('ux', 'adobe-illustrator', 'adobe-muse')","Print Media & Business Card
"
250,"('ux', 'adobe-illustrator', 'adobe-muse')","Web Design
"
251,"('ux', 'adobe-illustrator', 'adobe-muse')",Interior Design
252,"('ux', 'adobe-photo', 'ui')","Advertising Banner
"
253,"('ux', 'adobe-photo', 'ui')","Dicut & Photoshop
"
254,"('ux', 'adobe-photo', 'ui')","Illustration
"
255,"('ux', 'adobe-photo', 'ui')","Character Design
"
256,"('ux', 'adobe-photo', 'ui')","3D & Perspective
"
257,"('ux', 'adobe-photo', 'ui')","Label & Packaging
"
258,"('ux', 'adobe-photo', 'ui')","Portfolio & Resume
"
259,"('ux', 'adobe-photo', 'ui')","T-Shirt & Pattern
"
260,"('ux', 'adobe-photo', 'ui')","UI & UX Design
"
261,"('ux', 'adobe-photo', 'ui')","Logo
"
262,"('ux', 'adobe-photo', 'ui')","Presentation
"
263,"('ux', 'adobe-photo', 'ui')","Line Sticker
"
264,"('ux', 'adobe-photo', 'ui')","Portrait Illustration
"
265,"('ux', 'adobe-photo', 'ui')","CAD Drawing
"
266,"('ux', 'adobe-photo', 'ui')","Infographics
"
267,"('ux', 'adobe-photo', 'ui')","Print Media & Business Card
"
268,"('ux', 'adobe-photo', 'ui')","Web Design
"
269,"('ux', 'adobe-photo', 'ui')",Interior Design
270,"('ux', 'adobe-photo', 'adobe-illustrator')","Advertising Banner
"
271,"('ux', 'adobe-photo', 'adobe-illustrator')","Dicut & Photoshop
"
272,"('ux', 'adobe-photo', 'adobe-illustrator')","Illustration
"
273,"('ux', 'adobe-photo', 'adobe-illustrator')","Character Design
"
274,"('ux', 'adobe-photo', 'adobe-illustrator')","3D & Perspective
"
275,"('ux', 'adobe-photo', 'adobe-illustrator')","Label & Packaging
"
276,"('ux', 'adobe-photo', 'adobe-illustrator')","Portfolio & Resume
"
277,"('ux', 'adobe-photo', 'adobe-illustrator')","T-Shirt & Pattern
"
278,"('ux', 'adobe-photo', 'adobe-illustrator')","UI & UX Design
"
279,"('ux', 'adobe-photo', 'adobe-illustrator')","Logo
"
280,"('ux', 'adobe-photo', 'adobe-illustrator')","Presentation
"
281,"('ux', 'adobe-photo', 'adobe-illustrator')","Line Sticker
"
282,"('ux', 'adobe-photo', 'adobe-illustrator')","Portrait Illustration
"
283,"('ux', 'adobe-photo', 'adobe-illustrator')","CAD Drawing
"
284,"('ux', 'adobe-photo', 'adobe-illustrator')","Infographics
"
285,"('ux', 'adobe-photo', 'adobe-illustrator')","Print Media & Business Card
"
286,"('ux', 'adobe-photo', 'adobe-illustrator')","Web Design
"
287,"('ux', 'adobe-photo', 'adobe-illustrator')",Interior Design
288,"('ux', 'adobe-photo', 'adobe-xd')","Advertising Banner
"
289,"('ux', 'adobe-photo', 'adobe-xd')","Dicut & Photoshop
"
290,"('ux', 'adobe-photo', 'adobe-xd')","Illustration
"
291,"('ux', 'adobe-photo', 'adobe-xd')","Character Design
"
292,"('ux', 'adobe-photo', 'adobe-xd')","3D & Perspective
"
293,"('ux', 'adobe-photo', 'adobe-xd')","Label & Packaging
"
294,"('ux', 'adobe-photo', 'adobe-xd')","Portfolio & Resume
"
295,"('ux', 'adobe-photo', 'adobe-xd')","T-Shirt & Pattern
"
296,"('ux', 'adobe-photo', 'adobe-xd')","UI & UX Design
"
297,"('ux', 'adobe-photo', 'adobe-xd')","Logo
"
298,"('ux', 'adobe-photo', 'adobe-xd')","Presentation
"
299,"('ux', 'adobe-photo', 'adobe-xd')","Line Sticker
"
300,"('ux', 'adobe-photo', 'adobe-xd')","Portrait Illustration
"
301,"('ux', 'adobe-photo', 'adobe-xd')","CAD Drawing
"
302,"('ux', 'adobe-photo', 'adobe-xd')","Infographics
"
303,"('ux', 'adobe-photo', 'adobe-xd')","Print Media & Business Card
"
304,"('ux', 'adobe-photo', 'adobe-xd')","Web Design
"
305,"('ux', 'adobe-photo', 'adobe-xd')",Interior Design
306,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Advertising Banner
"
307,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Dicut & Photoshop
"
308,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Illustration
"
309,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Character Design
"
310,"('ux', 'adobe-photo', 'adobe-premiere-pro')","3D & Perspective
"
311,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Label & Packaging
"
312,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Portfolio & Resume
"
313,"('ux', 'adobe-photo', 'adobe-premiere-pro')","T-Shirt & Pattern
"
314,"('ux', 'adobe-photo', 'adobe-premiere-pro')","UI & UX Design
"
315,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Logo
"
316,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Presentation
"
317,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Line Sticker
"
318,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Portrait Illustration
"
319,"('ux', 'adobe-photo', 'adobe-premiere-pro')","CAD Drawing
"
320,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Infographics
"
321,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Print Media & Business Card
"
322,"('ux', 'adobe-photo', 'adobe-premiere-pro')","Web Design
"
323,"('ux', 'adobe-photo', 'adobe-premiere-pro')",Interior Design
324,"('ux', 'adobe-photo', 'adobe-after-effect')","Advertising Banner
"
325,"('ux', 'adobe-photo', 'adobe-after-effect')","Dicut & Photoshop
"
326,"('ux', 'adobe-photo', 'adobe-after-effect')","Illustration
"
327,"('ux', 'adobe-photo', 'adobe-after-effect')","Character Design
"
328,"('ux', 'adobe-photo', 'adobe-after-effect')","3D & Perspective
"
329,"('ux', 'adobe-photo', 'adobe-after-effect')","Label & Packaging
"
330,"('ux', 'adobe-photo', 'adobe-after-effect')","Portfolio & Resume
"
331,"('ux', 'adobe-photo', 'adobe-after-effect')","T-Shirt & Pattern
"
332,"('ux', 'adobe-photo', 'adobe-after-effect')","UI & UX Design
"
333,"('ux', 'adobe-photo', 'adobe-after-effect')","Logo
"
334,"('ux', 'adobe-photo', 'adobe-after-effect')","Presentation
"
335,"('ux', 'adobe-photo', 'adobe-after-effect')","Line Sticker
"
336,"('ux', 'adobe-photo', 'adobe-after-effect')","Portrait Illustration
"
337,"('ux', 'adobe-photo', 'adobe-after-effect')","CAD Drawing
"
338,"('ux', 'adobe-photo', 'adobe-after-effect')","Infographics
"
339,"('ux', 'adobe-photo', 'adobe-after-effect')","Print Media & Business Card
"
340,"('ux', 'adobe-photo', 'adobe-after-effect')","Web Design
"
341,"('ux', 'adobe-photo', 'adobe-after-effect')",Interior Design
342,"('ux', 'adobe-photo', 'final-cut-pro')","Advertising Banner
"
343,"('ux', 'adobe-photo', 'final-cut-pro')","Dicut & Photoshop
"
344,"('ux', 'adobe-photo', 'final-cut-pro')","Illustration
"
345,"('ux', 'adobe-photo', 'final-cut-pro')","Character Design
"
346,"('ux', 'adobe-photo', 'final-cut-pro')","3D & Perspective
"
347,"('ux', 'adobe-photo', 'final-cut-pro')","Label & Packaging
"
348,"('ux', 'adobe-photo', 'final-cut-pro')","Portfolio & Resume
"
349,"('ux', 'adobe-photo', 'final-cut-pro')","T-Shirt & Pattern
"
350,"('ux', 'adobe-photo', 'final-cut-pro')","UI & UX Design
"
351,"('ux', 'adobe-photo', 'final-cut-pro')","Logo
"
352,"('ux', 'adobe-photo', 'final-cut-pro')","Presentation
"
353,"('ux', 'adobe-photo', 'final-cut-pro')","Line Sticker
"
354,"('ux', 'adobe-photo', 'final-cut-pro')","Portrait Illustration
"
355,"('ux', 'adobe-photo', 'final-cut-pro')","CAD Drawing
"
356,"('ux', 'adobe-photo', 'final-cut-pro')","Infographics
"
357,"('ux', 'adobe-photo', 'final-cut-pro')","Print Media & Business Card
"
358,"('ux', 'adobe-photo', 'final-cut-pro')","Web Design
"
359,"('ux', 'adobe-photo', 'final-cut-pro')",Interior Design
360,"('ux', 'adobe-photo', 'adobe-muse')","Advertising Banner
"
361,"('ux', 'adobe-photo', 'adobe-muse')","Dicut & Photoshop
"
362,"('ux', 'adobe-photo', 'adobe-muse')","Illustration
"
363,"('ux', 'adobe-photo', 'adobe-muse')","Character Design
"
364,"('ux', 'adobe-photo', 'adobe-muse')","3D & Perspective
"
365,"('ux', 'adobe-photo', 'adobe-muse')","Label & Packaging
"
366,"('ux', 'adobe-photo', 'adobe-muse')","Portfolio & Resume
"
367,"('ux', 'adobe-photo', 'adobe-muse')","T-Shirt & Pattern
"
368,"('ux', 'adobe-photo', 'adobe-muse')","UI & UX Design
"
369,"('ux', 'adobe-photo', 'adobe-muse')","Logo
"
370,"('ux', 'adobe-photo', 'adobe-muse')","Presentation
"
371,"('ux', 'adobe-photo', 'adobe-muse')","Line Sticker
"
372,"('ux', 'adobe-photo', 'adobe-muse')","Portrait Illustration
"
373,"('ux', 'adobe-photo', 'adobe-muse')","CAD Drawing
"
374,"('ux', 'adobe-photo', 'adobe-muse')","Infographics
"
375,"('ux', 'adobe-photo', 'adobe-muse')","Print Media & Business Card
"
376,"('ux', 'adobe-photo', 'adobe-muse')","Web Design
"
377,"('ux', 'adobe-photo', 'adobe-muse')",Interior Design
378,"('ux', 'adobe-xd', 'ui')","Advertising Banner
"
379,"('ux', 'adobe-xd', 'ui')","Dicut & Photoshop
"
380,"('ux', 'adobe-xd', 'ui')","Illustration
"
381,"('ux', 'adobe-xd', 'ui')","Character Design
"
382,"('ux', 'adobe-xd', 'ui')","3D & Perspective
"
383,"('ux', 'adobe-xd', 'ui')","Label & Packaging
"
384,"('ux', 'adobe-xd', 'ui')","Portfolio & Resume
"
385,"('ux', 'adobe-xd', 'ui')","T-Shirt & Pattern
"
386,"('ux', 'adobe-xd', 'ui')","UI & UX Design
"
387,"('ux', 'adobe-xd', 'ui')","Logo
"
388,"('ux', 'adobe-xd', 'ui')","Presentation
"
389,"('ux', 'adobe-xd', 'ui')","Line Sticker
"
390,"('ux', 'adobe-xd', 'ui')","Portrait Illustration
"
391,"('ux', 'adobe-xd', 'ui')","CAD Drawing
"
392,"('ux', 'adobe-xd', 'ui')","Infographics
"
393,"('ux', 'adobe-xd', 'ui')","Print Media & Business Card
"
394,"('ux', 'adobe-xd', 'ui')","Web Design
"
395,"('ux', 'adobe-xd', 'ui')",Interior Design
