id,skill_set,subcategory
62,"('admin', 'accounting', 'call-center')",Sale Representative
63,"('admin', 'accounting', 'salesman')","Page & Website Admin
"
64,"('admin', 'accounting', 'salesman')","Data Entry
"
65,"('admin', 'accounting', 'salesman')","Telesale
"
66,"('admin', 'accounting', 'salesman')","Accounting & Tax of Online shop
"
67,"('admin', 'accounting', 'salesman')","Online shop management
"
68,"('admin', 'accounting', 'salesman')","Call Center
"
69,"('admin', 'accounting', 'salesman')",Sale Representative
70,"('admin', 'accounting', 'website-admin')","Page & Website Admin
"
71,"('admin', 'accounting', 'website-admin')","Data Entry
"
72,"('admin', 'accounting', 'website-admin')","Telesale
"
73,"('admin', 'accounting', 'website-admin')","Accounting & Tax of Online shop
"
74,"('admin', 'accounting', 'website-admin')","Online shop management
"
75,"('admin', 'accounting', 'website-admin')","Call Center
"
76,"('admin', 'accounting', 'website-admin')",Sale Representative
77,"('admin', 'accounting', 'tax')","Page & Website Admin
"
78,"('admin', 'accounting', 'tax')","Data Entry
"
79,"('admin', 'accounting', 'tax')","Telesale
"
80,"('admin', 'accounting', 'tax')","Accounting & Tax of Online shop
"
81,"('admin', 'accounting', 'tax')","Online shop management
"
82,"('admin', 'accounting', 'tax')","Call Center
"
83,"('admin', 'accounting', 'tax')",Sale Representative
84,"('admin', 'accounting', 'shop-management')","Page & Website Admin
"
85,"('admin', 'accounting', 'shop-management')","Data Entry
"
86,"('admin', 'accounting', 'shop-management')","Telesale
"
87,"('admin', 'accounting', 'shop-management')","Accounting & Tax of Online shop
"
88,"('admin', 'accounting', 'shop-management')","Online shop management
"
89,"('admin', 'accounting', 'shop-management')","Call Center
"
90,"('admin', 'accounting', 'shop-management')",Sale Representative
91,"('admin', 'accounting', 'telesale')","Page & Website Admin
"
92,"('admin', 'accounting', 'telesale')","Data Entry
"
93,"('admin', 'accounting', 'telesale')","Telesale
"
94,"('admin', 'accounting', 'telesale')","Accounting & Tax of Online shop
"
95,"('admin', 'accounting', 'telesale')","Online shop management
"
96,"('admin', 'accounting', 'telesale')","Call Center
"
97,"('admin', 'accounting', 'telesale')",Sale Representative
98,"('admin', 'call-center', 'data-entry')","Page & Website Admin
"
99,"('admin', 'call-center', 'data-entry')","Data Entry
"
100,"('admin', 'call-center', 'data-entry')","Telesale
"
101,"('admin', 'call-center', 'data-entry')","Accounting & Tax of Online shop
"
102,"('admin', 'call-center', 'data-entry')","Online shop management
"
103,"('admin', 'call-center', 'data-entry')","Call Center
"
104,"('admin', 'call-center', 'data-entry')",Sale Representative
105,"('admin', 'call-center', 'accounting')","Page & Website Admin
"
106,"('admin', 'call-center', 'accounting')","Data Entry
"
107,"('admin', 'call-center', 'accounting')","Telesale
"
108,"('admin', 'call-center', 'accounting')","Accounting & Tax of Online shop
"
109,"('admin', 'call-center', 'accounting')","Online shop management
"
110,"('admin', 'call-center', 'accounting')","Call Center
"
111,"('admin', 'call-center', 'accounting')",Sale Representative
112,"('admin', 'call-center', 'salesman')","Page & Website Admin
"
113,"('admin', 'call-center', 'salesman')","Data Entry
"
114,"('admin', 'call-center', 'salesman')","Telesale
"
115,"('admin', 'call-center', 'salesman')","Accounting & Tax of Online shop
"
116,"('admin', 'call-center', 'salesman')","Online shop management
"
117,"('admin', 'call-center', 'salesman')","Call Center
"
118,"('admin', 'call-center', 'salesman')",Sale Representative
119,"('admin', 'call-center', 'website-admin')","Page & Website Admin
"
120,"('admin', 'call-center', 'website-admin')","Data Entry
"
121,"('admin', 'call-center', 'website-admin')","Telesale
"
122,"('admin', 'call-center', 'website-admin')","Accounting & Tax of Online shop
"
123,"('admin', 'call-center', 'website-admin')","Online shop management
"
124,"('admin', 'call-center', 'website-admin')","Call Center
"
125,"('admin', 'call-center', 'website-admin')",Sale Representative
126,"('admin', 'call-center', 'tax')","Page & Website Admin
"
127,"('admin', 'call-center', 'tax')","Data Entry
"
128,"('admin', 'call-center', 'tax')","Telesale
"
129,"('admin', 'call-center', 'tax')","Accounting & Tax of Online shop
"
130,"('admin', 'call-center', 'tax')","Online shop management
"
131,"('admin', 'call-center', 'tax')","Call Center
"
132,"('admin', 'call-center', 'tax')",Sale Representative
133,"('admin', 'call-center', 'shop-management')","Page & Website Admin
"
134,"('admin', 'call-center', 'shop-management')","Data Entry
"
135,"('admin', 'call-center', 'shop-management')","Telesale
"
136,"('admin', 'call-center', 'shop-management')","Accounting & Tax of Online shop
"
137,"('admin', 'call-center', 'shop-management')","Online shop management
"
138,"('admin', 'call-center', 'shop-management')","Call Center
"
139,"('admin', 'call-center', 'shop-management')",Sale Representative
140,"('admin', 'call-center', 'telesale')","Page & Website Admin
"
141,"('admin', 'call-center', 'telesale')","Data Entry
"
142,"('admin', 'call-center', 'telesale')","Telesale
"
143,"('admin', 'call-center', 'telesale')","Accounting & Tax of Online shop
"
144,"('admin', 'call-center', 'telesale')","Online shop management
"
145,"('admin', 'call-center', 'telesale')","Call Center
"
146,"('admin', 'call-center', 'telesale')",Sale Representative
147,"('admin', 'salesman', 'data-entry')","Page & Website Admin
"
148,"('admin', 'salesman', 'data-entry')","Data Entry
"
149,"('admin', 'salesman', 'data-entry')","Telesale
"
150,"('admin', 'salesman', 'data-entry')","Accounting & Tax of Online shop
"
151,"('admin', 'salesman', 'data-entry')","Online shop management
"
152,"('admin', 'salesman', 'data-entry')","Call Center
"
153,"('admin', 'salesman', 'data-entry')",Sale Representative
154,"('admin', 'salesman', 'accounting')","Page & Website Admin
"
155,"('admin', 'salesman', 'accounting')","Data Entry
"
156,"('admin', 'salesman', 'accounting')","Telesale
"
157,"('admin', 'salesman', 'accounting')","Accounting & Tax of Online shop
"
158,"('admin', 'salesman', 'accounting')","Online shop management
"
159,"('admin', 'salesman', 'accounting')","Call Center
"
160,"('admin', 'salesman', 'accounting')",Sale Representative
161,"('admin', 'salesman', 'call-center')","Page & Website Admin
"
162,"('admin', 'salesman', 'call-center')","Data Entry
"
163,"('admin', 'salesman', 'call-center')","Telesale
"
164,"('admin', 'salesman', 'call-center')","Accounting & Tax of Online shop
"
165,"('admin', 'salesman', 'call-center')","Online shop management
"
166,"('admin', 'salesman', 'call-center')","Call Center
"
167,"('admin', 'salesman', 'call-center')",Sale Representative
168,"('admin', 'salesman', 'website-admin')","Page & Website Admin
"
169,"('admin', 'salesman', 'website-admin')","Data Entry
"
170,"('admin', 'salesman', 'website-admin')","Telesale
"
171,"('admin', 'salesman', 'website-admin')","Accounting & Tax of Online shop
"
172,"('admin', 'salesman', 'website-admin')","Online shop management
"
173,"('admin', 'salesman', 'website-admin')","Call Center
"
174,"('admin', 'salesman', 'website-admin')",Sale Representative
175,"('admin', 'salesman', 'tax')","Page & Website Admin
"
176,"('admin', 'salesman', 'tax')","Data Entry
"
177,"('admin', 'salesman', 'tax')","Telesale
"
178,"('admin', 'salesman', 'tax')","Accounting & Tax of Online shop
"
179,"('admin', 'salesman', 'tax')","Online shop management
"
180,"('admin', 'salesman', 'tax')","Call Center
"
181,"('admin', 'salesman', 'tax')",Sale Representative
182,"('admin', 'salesman', 'shop-management')","Page & Website Admin
"
183,"('admin', 'salesman', 'shop-management')","Data Entry
"
184,"('admin', 'salesman', 'shop-management')","Telesale
"
185,"('admin', 'salesman', 'shop-management')","Accounting & Tax of Online shop
"
186,"('admin', 'salesman', 'shop-management')","Online shop management
"
187,"('admin', 'salesman', 'shop-management')","Call Center
"
188,"('admin', 'salesman', 'shop-management')",Sale Representative
189,"('admin', 'salesman', 'telesale')","Page & Website Admin
"
190,"('admin', 'salesman', 'telesale')","Data Entry
"
191,"('admin', 'salesman', 'telesale')","Telesale
"
192,"('admin', 'salesman', 'telesale')","Accounting & Tax of Online shop
"
193,"('admin', 'salesman', 'telesale')","Online shop management
"
194,"('admin', 'salesman', 'telesale')","Call Center
"
195,"('admin', 'salesman', 'telesale')",Sale Representative
196,"('admin', 'website-admin', 'data-entry')","Page & Website Admin
"
197,"('admin', 'website-admin', 'data-entry')","Data Entry
"
198,"('admin', 'website-admin', 'data-entry')","Telesale
"
199,"('admin', 'website-admin', 'data-entry')","Accounting & Tax of Online shop
"
200,"('admin', 'website-admin', 'data-entry')","Online shop management
"
201,"('admin', 'website-admin', 'data-entry')","Call Center
"
202,"('admin', 'website-admin', 'data-entry')",Sale Representative
203,"('admin', 'website-admin', 'accounting')","Page & Website Admin
"
204,"('admin', 'website-admin', 'accounting')","Data Entry
"
205,"('admin', 'website-admin', 'accounting')","Telesale
"
206,"('admin', 'website-admin', 'accounting')","Accounting & Tax of Online shop
"
207,"('admin', 'website-admin', 'accounting')","Online shop management
"
208,"('admin', 'website-admin', 'accounting')","Call Center
"
209,"('admin', 'website-admin', 'accounting')",Sale Representative
210,"('admin', 'website-admin', 'call-center')","Page & Website Admin
"
211,"('admin', 'website-admin', 'call-center')","Data Entry
"
212,"('admin', 'website-admin', 'call-center')","Telesale
"
213,"('admin', 'website-admin', 'call-center')","Accounting & Tax of Online shop
"
214,"('admin', 'website-admin', 'call-center')","Online shop management
"
215,"('admin', 'website-admin', 'call-center')","Call Center
"
216,"('admin', 'website-admin', 'call-center')",Sale Representative
217,"('admin', 'website-admin', 'salesman')","Page & Website Admin
"
218,"('admin', 'website-admin', 'salesman')","Data Entry
"
219,"('admin', 'website-admin', 'salesman')","Telesale
"
220,"('admin', 'website-admin', 'salesman')","Accounting & Tax of Online shop
"
221,"('admin', 'website-admin', 'salesman')","Online shop management
"
222,"('admin', 'website-admin', 'salesman')","Call Center
"
223,"('admin', 'website-admin', 'salesman')",Sale Representative
224,"('admin', 'website-admin', 'tax')","Page & Website Admin
"
225,"('admin', 'website-admin', 'tax')","Data Entry
"
226,"('admin', 'website-admin', 'tax')","Telesale
"
227,"('admin', 'website-admin', 'tax')","Accounting & Tax of Online shop
"
228,"('admin', 'website-admin', 'tax')","Online shop management
"
229,"('admin', 'website-admin', 'tax')","Call Center
"
230,"('admin', 'website-admin', 'tax')",Sale Representative
231,"('admin', 'website-admin', 'shop-management')","Page & Website Admin
"
232,"('admin', 'website-admin', 'shop-management')","Data Entry
"
233,"('admin', 'website-admin', 'shop-management')","Telesale
"
234,"('admin', 'website-admin', 'shop-management')","Accounting & Tax of Online shop
"
235,"('admin', 'website-admin', 'shop-management')","Online shop management
"
236,"('admin', 'website-admin', 'shop-management')","Call Center
"
237,"('admin', 'website-admin', 'shop-management')",Sale Representative
238,"('admin', 'website-admin', 'telesale')","Page & Website Admin
"
239,"('admin', 'website-admin', 'telesale')","Data Entry
"
240,"('admin', 'website-admin', 'telesale')","Telesale
"
241,"('admin', 'website-admin', 'telesale')","Accounting & Tax of Online shop
"
242,"('admin', 'website-admin', 'telesale')","Online shop management
"
243,"('admin', 'website-admin', 'telesale')","Call Center
"
244,"('admin', 'website-admin', 'telesale')",Sale Representative
245,"('admin', 'tax', 'data-entry')","Page & Website Admin
"
246,"('admin', 'tax', 'data-entry')","Data Entry
"
247,"('admin', 'tax', 'data-entry')","Telesale
"
248,"('admin', 'tax', 'data-entry')","Accounting & Tax of Online shop
"
249,"('admin', 'tax', 'data-entry')","Online shop management
"
250,"('admin', 'tax', 'data-entry')","Call Center
"
251,"('admin', 'tax', 'data-entry')",Sale Representative
252,"('admin', 'tax', 'accounting')","Page & Website Admin
"
253,"('admin', 'tax', 'accounting')","Data Entry
"
254,"('admin', 'tax', 'accounting')","Telesale
"
255,"('admin', 'tax', 'accounting')","Accounting & Tax of Online shop
"
256,"('admin', 'tax', 'accounting')","Online shop management
"
257,"('admin', 'tax', 'accounting')","Call Center
"
258,"('admin', 'tax', 'accounting')",Sale Representative
259,"('admin', 'tax', 'call-center')","Page & Website Admin
"
260,"('admin', 'tax', 'call-center')","Data Entry
"
261,"('admin', 'tax', 'call-center')","Telesale
"
262,"('admin', 'tax', 'call-center')","Accounting & Tax of Online shop
"
263,"('admin', 'tax', 'call-center')","Online shop management
"
264,"('admin', 'tax', 'call-center')","Call Center
"
265,"('admin', 'tax', 'call-center')",Sale Representative
266,"('admin', 'tax', 'salesman')","Page & Website Admin
"
267,"('admin', 'tax', 'salesman')","Data Entry
"
268,"('admin', 'tax', 'salesman')","Telesale
"
269,"('admin', 'tax', 'salesman')","Accounting & Tax of Online shop
"
270,"('admin', 'tax', 'salesman')","Online shop management
"
271,"('admin', 'tax', 'salesman')","Call Center
"
272,"('admin', 'tax', 'salesman')",Sale Representative
273,"('admin', 'tax', 'website-admin')","Page & Website Admin
"
274,"('admin', 'tax', 'website-admin')","Data Entry
"
275,"('admin', 'tax', 'website-admin')","Telesale
"
276,"('admin', 'tax', 'website-admin')","Accounting & Tax of Online shop
"
277,"('admin', 'tax', 'website-admin')","Online shop management
"
278,"('admin', 'tax', 'website-admin')","Call Center
"
279,"('admin', 'tax', 'website-admin')",Sale Representative
280,"('admin', 'tax', 'shop-management')","Page & Website Admin
"
281,"('admin', 'tax', 'shop-management')","Data Entry
"
282,"('admin', 'tax', 'shop-management')","Telesale
"
283,"('admin', 'tax', 'shop-management')","Accounting & Tax of Online shop
"
284,"('admin', 'tax', 'shop-management')","Online shop management
"
285,"('admin', 'tax', 'shop-management')","Call Center
"
286,"('admin', 'tax', 'shop-management')",Sale Representative
287,"('admin', 'tax', 'telesale')","Page & Website Admin
"
288,"('admin', 'tax', 'telesale')","Data Entry
"
289,"('admin', 'tax', 'telesale')","Telesale
"
290,"('admin', 'tax', 'telesale')","Accounting & Tax of Online shop
"
291,"('admin', 'tax', 'telesale')","Online shop management
"
292,"('admin', 'tax', 'telesale')","Call Center
"
293,"('admin', 'tax', 'telesale')",Sale Representative
294,"('admin', 'shop-management', 'data-entry')","Page & Website Admin
"
295,"('admin', 'shop-management', 'data-entry')","Data Entry
"
296,"('admin', 'shop-management', 'data-entry')","Telesale
"
297,"('admin', 'shop-management', 'data-entry')","Accounting & Tax of Online shop
"
298,"('admin', 'shop-management', 'data-entry')","Online shop management
"
299,"('admin', 'shop-management', 'data-entry')","Call Center
"
300,"('admin', 'shop-management', 'data-entry')",Sale Representative
301,"('admin', 'shop-management', 'accounting')","Page & Website Admin
"
302,"('admin', 'shop-management', 'accounting')","Data Entry
"
303,"('admin', 'shop-management', 'accounting')","Telesale
"
304,"('admin', 'shop-management', 'accounting')","Accounting & Tax of Online shop
"
305,"('admin', 'shop-management', 'accounting')","Online shop management
"
306,"('admin', 'shop-management', 'accounting')","Call Center
"
307,"('admin', 'shop-management', 'accounting')",Sale Representative
308,"('admin', 'shop-management', 'call-center')","Page & Website Admin
"
309,"('admin', 'shop-management', 'call-center')","Data Entry
"
310,"('admin', 'shop-management', 'call-center')","Telesale
"
311,"('admin', 'shop-management', 'call-center')","Accounting & Tax of Online shop
"
312,"('admin', 'shop-management', 'call-center')","Online shop management
"
313,"('admin', 'shop-management', 'call-center')","Call Center
"
314,"('admin', 'shop-management', 'call-center')",Sale Representative
315,"('admin', 'shop-management', 'salesman')","Page & Website Admin
"
316,"('admin', 'shop-management', 'salesman')","Data Entry
"
317,"('admin', 'shop-management', 'salesman')","Telesale
"
318,"('admin', 'shop-management', 'salesman')","Accounting & Tax of Online shop
"
319,"('admin', 'shop-management', 'salesman')","Online shop management
"
320,"('admin', 'shop-management', 'salesman')","Call Center
"
321,"('admin', 'shop-management', 'salesman')",Sale Representative
322,"('admin', 'shop-management', 'website-admin')","Page & Website Admin
"
323,"('admin', 'shop-management', 'website-admin')","Data Entry
"
324,"('admin', 'shop-management', 'website-admin')","Telesale
"
325,"('admin', 'shop-management', 'website-admin')","Accounting & Tax of Online shop
"
326,"('admin', 'shop-management', 'website-admin')","Online shop management
"
327,"('admin', 'shop-management', 'website-admin')","Call Center
"
328,"('admin', 'shop-management', 'website-admin')",Sale Representative
329,"('admin', 'shop-management', 'tax')","Page & Website Admin
"
330,"('admin', 'shop-management', 'tax')","Data Entry
"
331,"('admin', 'shop-management', 'tax')","Telesale
"
332,"('admin', 'shop-management', 'tax')","Accounting & Tax of Online shop
"
333,"('admin', 'shop-management', 'tax')","Online shop management
"
334,"('admin', 'shop-management', 'tax')","Call Center
"
335,"('admin', 'shop-management', 'tax')",Sale Representative
336,"('admin', 'shop-management', 'telesale')","Page & Website Admin
"
337,"('admin', 'shop-management', 'telesale')","Data Entry
"
338,"('admin', 'shop-management', 'telesale')","Telesale
"
339,"('admin', 'shop-management', 'telesale')","Accounting & Tax of Online shop
"
340,"('admin', 'shop-management', 'telesale')","Online shop management
"
341,"('admin', 'shop-management', 'telesale')","Call Center
"
342,"('admin', 'shop-management', 'telesale')",Sale Representative
343,"('admin', 'telesale', 'data-entry')","Page & Website Admin
"
344,"('admin', 'telesale', 'data-entry')","Data Entry
"
345,"('admin', 'telesale', 'data-entry')","Telesale
"
346,"('admin', 'telesale', 'data-entry')","Accounting & Tax of Online shop
"
347,"('admin', 'telesale', 'data-entry')","Online shop management
"
348,"('admin', 'telesale', 'data-entry')","Call Center
"
349,"('admin', 'telesale', 'data-entry')",Sale Representative
350,"('admin', 'telesale', 'accounting')","Page & Website Admin
"
351,"('admin', 'telesale', 'accounting')","Data Entry
"
352,"('admin', 'telesale', 'accounting')","Telesale
"
353,"('admin', 'telesale', 'accounting')","Accounting & Tax of Online shop
"
354,"('admin', 'telesale', 'accounting')","Online shop management
"
355,"('admin', 'telesale', 'accounting')","Call Center
"
356,"('admin', 'telesale', 'accounting')",Sale Representative
357,"('admin', 'telesale', 'call-center')","Page & Website Admin
"
358,"('admin', 'telesale', 'call-center')","Data Entry
"
359,"('admin', 'telesale', 'call-center')","Telesale
"
360,"('admin', 'telesale', 'call-center')","Accounting & Tax of Online shop
"
361,"('admin', 'telesale', 'call-center')","Online shop management
"
362,"('admin', 'telesale', 'call-center')","Call Center
"
363,"('admin', 'telesale', 'call-center')",Sale Representative
364,"('admin', 'telesale', 'salesman')","Page & Website Admin
"
365,"('admin', 'telesale', 'salesman')","Data Entry
"
366,"('admin', 'telesale', 'salesman')","Telesale
"
367,"('admin', 'telesale', 'salesman')","Accounting & Tax of Online shop
"
368,"('admin', 'telesale', 'salesman')","Online shop management
"
369,"('admin', 'telesale', 'salesman')","Call Center
"
370,"('admin', 'telesale', 'salesman')",Sale Representative
371,"('admin', 'telesale', 'website-admin')","Page & Website Admin
"
372,"('admin', 'telesale', 'website-admin')","Data Entry
"
373,"('admin', 'telesale', 'website-admin')","Telesale
"
374,"('admin', 'telesale', 'website-admin')","Accounting & Tax of Online shop
"
375,"('admin', 'telesale', 'website-admin')","Online shop management
"
376,"('admin', 'telesale', 'website-admin')","Call Center
"
377,"('admin', 'telesale', 'website-admin')",Sale Representative
378,"('admin', 'telesale', 'tax')","Page & Website Admin
"
379,"('admin', 'telesale', 'tax')","Data Entry
"
380,"('admin', 'telesale', 'tax')","Telesale
"
381,"('admin', 'telesale', 'tax')","Accounting & Tax of Online shop
"
382,"('admin', 'telesale', 'tax')","Online shop management
"
383,"('admin', 'telesale', 'tax')","Call Center
"
384,"('admin', 'telesale', 'tax')",Sale Representative
385,"('admin', 'telesale', 'shop-management')","Page & Website Admin
"
386,"('admin', 'telesale', 'shop-management')","Data Entry
"
387,"('admin', 'telesale', 'shop-management')","Telesale
"
388,"('admin', 'telesale', 'shop-management')","Accounting & Tax of Online shop
"
389,"('admin', 'telesale', 'shop-management')","Online shop management
"
390,"('admin', 'telesale', 'shop-management')","Call Center
"
391,"('admin', 'telesale', 'shop-management')",Sale Representative
392,"('data-entry', 'admin', 'accounting')","Page & Website Admin
"
393,"('data-entry', 'admin', 'accounting')","Data Entry
"
394,"('data-entry', 'admin', 'accounting')","Telesale
"
395,"('data-entry', 'admin', 'accounting')","Accounting & Tax of Online shop
"
396,"('data-entry', 'admin', 'accounting')","Online shop management
"
397,"('data-entry', 'admin', 'accounting')","Call Center
"
398,"('data-entry', 'admin', 'accounting')",Sale Representative
399,"('data-entry', 'admin', 'call-center')","Page & Website Admin
"
400,"('data-entry', 'admin', 'call-center')","Data Entry
"
401,"('data-entry', 'admin', 'call-center')","Telesale
"
402,"('data-entry', 'admin', 'call-center')","Accounting & Tax of Online shop
"
403,"('data-entry', 'admin', 'call-center')","Online shop management
"
404,"('data-entry', 'admin', 'call-center')","Call Center
"
405,"('data-entry', 'admin', 'call-center')",Sale Representative
406,"('data-entry', 'admin', 'salesman')","Page & Website Admin
"
407,"('data-entry', 'admin', 'salesman')","Data Entry
"
408,"('data-entry', 'admin', 'salesman')","Telesale
"
409,"('data-entry', 'admin', 'salesman')","Accounting & Tax of Online shop
"
410,"('data-entry', 'admin', 'salesman')","Online shop management
"
411,"('data-entry', 'admin', 'salesman')","Call Center
"
412,"('data-entry', 'admin', 'salesman')",Sale Representative
413,"('data-entry', 'admin', 'website-admin')","Page & Website Admin
"
414,"('data-entry', 'admin', 'website-admin')","Data Entry
"
415,"('data-entry', 'admin', 'website-admin')","Telesale
"
416,"('data-entry', 'admin', 'website-admin')","Accounting & Tax of Online shop
"
417,"('data-entry', 'admin', 'website-admin')","Online shop management
"
418,"('data-entry', 'admin', 'website-admin')","Call Center
"
419,"('data-entry', 'admin', 'website-admin')",Sale Representative
420,"('data-entry', 'admin', 'tax')","Page & Website Admin
"
421,"('data-entry', 'admin', 'tax')","Data Entry
"
422,"('data-entry', 'admin', 'tax')","Telesale
"
423,"('data-entry', 'admin', 'tax')","Accounting & Tax of Online shop
"
424,"('data-entry', 'admin', 'tax')","Online shop management
"
425,"('data-entry', 'admin', 'tax')","Call Center
"
426,"('data-entry', 'admin', 'tax')",Sale Representative
427,"('data-entry', 'admin', 'shop-management')","Page & Website Admin
"
428,"('data-entry', 'admin', 'shop-management')","Data Entry
"
429,"('data-entry', 'admin', 'shop-management')","Telesale
"
430,"('data-entry', 'admin', 'shop-management')","Accounting & Tax of Online shop
"
431,"('data-entry', 'admin', 'shop-management')","Online shop management
"
432,"('data-entry', 'admin', 'shop-management')","Call Center
"
433,"('data-entry', 'admin', 'shop-management')",Sale Representative
434,"('data-entry', 'admin', 'telesale')","Page & Website Admin
"
435,"('data-entry', 'admin', 'telesale')","Data Entry
"
436,"('data-entry', 'admin', 'telesale')","Telesale
"
437,"('data-entry', 'admin', 'telesale')","Accounting & Tax of Online shop
"
438,"('data-entry', 'admin', 'telesale')","Online shop management
"
439,"('data-entry', 'admin', 'telesale')","Call Center
"
440,"('data-entry', 'admin', 'telesale')",Sale Representative
441,"('data-entry', 'accounting', 'admin')","Page & Website Admin
"
442,"('data-entry', 'accounting', 'admin')","Data Entry
"
443,"('data-entry', 'accounting', 'admin')","Telesale
"
444,"('data-entry', 'accounting', 'admin')","Accounting & Tax of Online shop
"
445,"('data-entry', 'accounting', 'admin')","Online shop management
"
446,"('data-entry', 'accounting', 'admin')","Call Center
"
447,"('data-entry', 'accounting', 'admin')",Sale Representative
448,"('data-entry', 'accounting', 'call-center')","Page & Website Admin
"
449,"('data-entry', 'accounting', 'call-center')","Data Entry
"
450,"('data-entry', 'accounting', 'call-center')","Telesale
"
451,"('data-entry', 'accounting', 'call-center')","Accounting & Tax of Online shop
"
452,"('data-entry', 'accounting', 'call-center')","Online shop management
"
453,"('data-entry', 'accounting', 'call-center')","Call Center
"
454,"('data-entry', 'accounting', 'call-center')",Sale Representative
455,"('data-entry', 'accounting', 'salesman')","Page & Website Admin
"
456,"('data-entry', 'accounting', 'salesman')","Data Entry
"
457,"('data-entry', 'accounting', 'salesman')","Telesale
"
458,"('data-entry', 'accounting', 'salesman')","Accounting & Tax of Online shop
"
459,"('data-entry', 'accounting', 'salesman')","Online shop management
"
460,"('data-entry', 'accounting', 'salesman')","Call Center
"
461,"('data-entry', 'accounting', 'salesman')",Sale Representative
462,"('data-entry', 'accounting', 'website-admin')","Page & Website Admin
"
463,"('data-entry', 'accounting', 'website-admin')","Data Entry
"
464,"('data-entry', 'accounting', 'website-admin')","Telesale
"
465,"('data-entry', 'accounting', 'website-admin')","Accounting & Tax of Online shop
"
466,"('data-entry', 'accounting', 'website-admin')","Online shop management
"
467,"('data-entry', 'accounting', 'website-admin')","Call Center
"
468,"('data-entry', 'accounting', 'website-admin')",Sale Representative
